stakeholder_id,level,state,fips,county_name,jurisdiction,name,office,office_class,party,term_start,term_end,contact_email,contact_phone,contact_address,relevance_note,relevance_source_url,source_url,source_retrieved,qc_status,qc_flags
county-48113-county-board-clay-jenkins,county,TX,48113,"Dallas County, Texas",Dallas County Commissioners Court,Clay Jenkins,Dallas County Judge,county_board,Democratic,2011,2026-12-31,,(214) 653-7949,,,,https://ballotpedia.org/Clay_Jenkins,,published,
county-48113-mayor-eric-l-johnson,county,TX,48113,"Dallas County, Texas",City of Dallas,Eric L. Johnson,Mayor,mayor,,2019-06,,,(214) 670-3301,"Office of the Mayor, 1500 Marilla St., Suite 5EN, Dallas, TX 75201",,,https://dallascityhall.com/government/citymayor/pages/default.aspx,,published,
county-48139-county-board-john-wray,county,TX,48139,"Ellis County, Texas",Ellis County Commissioners Court,John Wray,Ellis County Judge,county_board,,2025-05-15,,,,,The County Judge is the Presiding Officer of the Ellis County Commissioners Court.,https://www.elliscountytx.gov/128/County-Judge,https://www.elliscountytx.gov/128/County-Judge,,published,
county-48139-mayor-billie-wallace,county,TX,48139,"Ellis County, Texas",City of Waxahachie,Billie Wallace,"Mayor, Place 4",mayor,,2026-05-12,2027,,,"P.O. Box 757, Waxahachie, TX 75168",,,https://www.waxahachietx.gov/m/directory/employee?eid=250,,published,
county-48453-county-board-andy-brown,county,TX,48453,"Travis County, Texas",Travis County Commissioners Court,Andy Brown,Travis County Judge,county_board,,,,,(512) 854-9555,"P.O. Box 1748, Austin, TX 78767",The County Judge presides over the Travis County Commissioners Court and is the Director of Emergency Management for the County.,https://www.traviscountytx.gov/commissioners-court/county-judge,https://www.traviscountytx.gov/commissioners-court/county-judge,,published,
county-48453-mayor-kirk-watson,county,TX,48453,"Travis County, Texas",City of Austin,Kirk Watson,Mayor,mayor,,2023-01-06,2029-01-06,,,,,,https://www.austintexas.gov/mayor,,published,
county-51059-county-admin-bryan-hill,county,VA,51059,"Fairfax County, Virginia",Fairfax County government,Bryan Hill,County Executive,county_admin,,,,,(703) 324-2531,"12000 Government Center Parkway, Fairfax, VA 22035",,,https://www.fairfaxcounty.gov/countyexec/,,published,
county-51059-county-board-jeffrey-c-mckay,county,VA,51059,"Fairfax County, Virginia",Fairfax County Board of Supervisors,Jeffrey C. McKay,"Chairman, Fairfax County Board of Supervisors (At-Large)",county_board,,,2027-12-31,chairman@fairfaxcounty.gov,(703) 324-2321,"12000 Government Center Parkway, Suite 530, Fairfax, VA 22035","The Board of Supervisors directed staff on March 19, 2024 to prepare a data center Zoning Ordinance amendment and adopted the Data Centers Zoning Ordinance Amendment on September 10, 2024, effective September 11, 2024, revising permissions and standards for data centers.",https://www.fairfaxcounty.gov/planning-development/data-centers,https://www.fairfaxcounty.gov/chairman/contact,,published,
county-51059-mayor-keven-j-leblanc-jr,county,VA,51059,"Fairfax County, Virginia",Town of Herndon,"Keven J. LeBlanc, Jr.",Mayor of the Town of Herndon,mayor,,2025,2026,,,,,,https://www.herndon-va.gov/government/mayor-town-council/town-elections,,published,
county-51107-county-admin-tim-hemstreet,county,VA,51107,"Loudoun County, Virginia",Loudoun County government,Tim Hemstreet,County Administrator and Clerk of the Board,county_admin,,,,,(703) 777-0200,"P.O. Box 7000, Leesburg, VA 20177-7000",,,https://www.loudoun.gov/m/directory/employee?eid=99,,published,
county-51107-county-board-phyllis-j-randall,county,VA,51107,"Loudoun County, Virginia",Loudoun County Board of Supervisors,Phyllis J. Randall,"Chair, Loudoun County Board of Supervisors",county_board,,,,,,"1 Harrison St. SE, Leesburg, VA","Board-adopted March 18, 2025 amendments make data centers a conditional use that requires an approved special exception application by the Board of Supervisors; data centers are no longer a by-right use.",https://www.loudoun.gov/6410/Land-Use-Considerations,http://www.loudoun.gov/m/newsflash/Home/Detail/10636,,published,
county-51107-mayor-kelly-burk,county,VA,51107,"Loudoun County, Virginia",Town of Leesburg,Kelly Burk,Mayor,mayor,,,2026-12-31,council@leesburgva.gov,,"25 West Market Street, Leesburg, VA 20176",,,https://www.leesburgva.gov/government/mayor-council,,published,
county-51153-county-admin-christopher-shorter,county,VA,51153,"Prince William County, Virginia",Prince William County government,Christopher Shorter,County Executive,county_admin,,2022,,,(703) 792-6600,"James J. McCoart Administration Building, 1 County Complex Court, Prince William, VA 22192",,,https://www.pwcva.gov/department/office-executive-management/cabinet-bios,,published,
county-51153-county-board-deshundra-jefferson,county,VA,51153,"Prince William County, Virginia",Prince William Board of County Supervisors,Deshundra Jefferson,"Chair at-Large, Prince William Board of County Supervisors",county_board,,2024-01-01,2027-12-31,,,,"The Board of County Supervisors created and amended the Data Center Opportunity Zone Overlay District, initiated amendments to County policies and regulations for data centers, and holds work sessions and public hearings on them.",https://www.pwcva.gov/department/planning-office/data-center-overlay-district-comprehensive-review,https://pwcgov.granicus.com/boards/w/b51dc3dce74bf1a6/boards/34649,,published,
county-51153-mayor-michelle-davis-younger,county,VA,51153,"Prince William County, Virginia",City of Manassas,Michelle Davis-Younger,Mayor,mayor,,2025-01-01,,,,,,,https://www.manassasva.gov/connect/mayor_and_council/michelle_davis-younger.php,,published,
county-53017-county-admin-jordyn-giulio,county,WA,53017,"Douglas County, Washington",Douglas County,Jordyn Giulio,County Administrator,county_admin,,,,,,,The County Administrator is an appointed position reporting to and directed by the Board of County Commissioners.,https://www.douglascountywa.gov/170/County-Administrator,https://www.douglascountywa.gov/Directory.aspx,,published,
county-53017-county-board-dan-sutton,county,WA,53017,"Douglas County, Washington",Douglas County Board of County Commissioners,Dan Sutton,"Chair, Board of County Commissioners (District 1)",county_board,,,,,(509) 745-8537,,,,https://www.douglascountywa.gov/AgendaCenter/ViewFile/Minutes/_08032026-580,,published,
county-53017-mayor-jerrilea-crawford,county,WA,53017,"Douglas County, Washington",City of East Wenatchee,Jerrilea Crawford,Mayor,mayor,,2020,,,,,,,https://www.eastwenatcheewa.gov/246/Mayors-Office,,published,
county-53025-county-admin-tom-gaines,county,WA,53025,"Grant County, Washington",Grant County government,Tom Gaines,County Administrator,county_admin,,,,,,,,,https://lfweb.grantcountywa.gov/BOCC/DocView.aspx?id=6777692&dbid=0&repo=grant-county,,published,
county-53025-county-board-kevin-r-burgess,county,WA,53025,"Grant County, Washington",Grant County Board of County Commissioners,Kevin R. Burgess,"Chair of the Board, Grant County Board of County Commissioners (Commissioner, District 1)",county_board,Republican,2025,,,(509) 754-2011 ext. 2901,"Room #206, 35 C Street NW, Ephrata, WA 98823",The Board of County Commissioners is the executive and legislative authority for Grant County and acts as the appeals body for some actions relating to the regulation of property division and land development.,https://www.grantcountywa.gov/317/County-Commissioners,https://www.grantcountywa.gov/320/Danny-Stone,,published,
county-53025-mayor-dustin-swartz,county,WA,53025,"Grant County, Washington",City of Moses Lake,Dustin Swartz,Mayor,mayor,,,,,,,,,https://www.cityofml.com/m/directory,,published,
county-53033-county-admin-girmay-zahilay,county,WA,53033,"King County, Washington",King County,Girmay Zahilay,King County Executive,county_admin,,,,,,,,,https://kingcounty.gov/en/dept/executive,,published,
county-53033-county-board-sarah-perry,county,WA,53033,"King County, Washington",King County Council,Sarah Perry,Council Chair,county_board,nonpartisan,2026-01-01,2028-12-31,sarah.perry@kingcounty.gov,(206) 477-1003,,,,https://kingcounty.gov/en/dept/council/governance-leadership/county-council/councilmembers-districts,,published,
county-53033-mayor-katie-b-wilson,county,WA,53033,"King County, Washington",City of Seattle,Katie B. Wilson,Mayor,mayor,,,,,(206) 684-4000,"P.O. Box 94749, Seattle, WA 98124-4749",,,https://www.seattle.gov/mayor,,published,
county-56021-county-board-gunnar-malm,county,WY,56021,"Laramie County, Wyoming",Laramie County Board of County Commissioners,Gunnar Malm,"Chairman, Board of County Commissioners",county_board,,2026-01-06,2027-01-04,gunnar.malm@laramiecountywy.gov,(307) 633-4260,"310 W 19th St, Suite 300, Cheyenne, WY 82001","The Laramie County Board of County Commissioners unanimously approved a zone change request for the proposed Vantage Data Center's Project Latigo, rezoning the land from Land Use (LU) to Planned Unit Development (PUD).",https://www.wyomingnews.com/laramieboomerang/news/commissioners-approve-zone-change-for-vantage-data-center-south-of-cheyenne/article_b1319e63-049c-46ac-94c4-cb36bc22446c.html,https://laramiecounty.legistar.com/PersonDetail.aspx?ID=210780&GUID=E2861DD9-2306-45E4-85D1-E1C7E3517A84&Search=,,published,
county-56021-mayor-patrick-collins,county,WY,56021,"Laramie County, Wyoming",City of Cheyenne,Patrick Collins,Mayor,mayor,,2021-01-04,,,,,,,https://www.cheyennecity.org/Your-Government/Mayor,,published,
state-az-bill-sponsor-jeff-weninger,state,AZ,,,Arizona,Jeff Weninger,"Primary sponsor, HB 4009",bill_sponsor,Republican,,,,,,"Primary sponsor of HB 4009, data centers; state lands; map (Failed floor vote)",https://openstates.org/az/bills/57th-2nd-regular/HB4009/,https://openstates.org/az/bills/57th-2nd-regular/HB4009/,2026-09-11,published,
state-az-governor-katie-hobbs,state,AZ,,,Arizona,Katie Hobbs,Governor,governor,Democratic,,,,(602) 542-4331,"Office of the Governor; 1700 W. Washington St., Phoenix, AZ 85007",,,https://openstates.org/person/katie-hobbs-3MAhjMTGr7iVHyOTVrQg8F/,2026-09-11,published,
state-ca-bill-sponsor-rebecca-bauer-kahan,state,CA,,,California,Rebecca Bauer-Kahan,"Co-sponsor, AB 1577",bill_sponsor,Democratic,,,,,,"Co-sponsor of AB 1577, Data centers: reporting. (Passed both chambers)",https://openstates.org/ca/bills/20252026/AB1577/,https://openstates.org/ca/bills/20252026/AB1577/,2026-09-11,published,
state-ga-bill-sponsor-matt-brass,state,GA,,,Georgia,Matt Brass,"Primary sponsor, SB 410",bill_sponsor,Republican,,,,,,"Primary sponsor of SB 410, State Sales and Use Taxes; the data center equipment sales and use tax exemption; repeal (Passed one chamber)",https://openstates.org/ga/bills/2025_26/SB410/,https://openstates.org/ga/bills/2025_26/SB410/,2026-09-11,published,
state-ga-governor-brian-kemp,state,GA,,,Georgia,Brian Kemp,Governor,governor,Republican,,,,(404) 656-1776,"206 Washington Street; Suite 203, State Capitol; Atlanta, GA 30334",,,https://openstates.org/person/brian-kemp-2vFpDjCbDLTkoGSIPkqNdX/,2026-09-11,published,
state-ia-bill-sponsor-cindy-golding,state,IA,,,Iowa,Cindy Golding,"Primary sponsor, HF 2447",bill_sponsor,Republican,,,,,,"Primary sponsor of HF 2447, A bill for an act relating to water and energy use for data centers, including reporting and tariff requirements, and including effective date provisions. (Passed committee only)",https://openstates.org/ia/bills/2025-2026/HF2447/,https://openstates.org/ia/bills/2025-2026/HF2447/,2026-09-11,published,
state-ia-governor-kim-reynolds,state,IA,,,Iowa,Kim Reynolds,Governor,governor,Republican,,,,(515) 281-5211,"Iowa State Capitol; 1007 East Grand Avenue; Des Moines, IA 50319",,,https://openstates.org/person/kim-reynolds-1iljVsuIKZ2qrUmgtNllhZ/,2026-09-11,published,
state-il-bill-sponsor-chapin-rose,state,IL,,,Illinois,Chapin Rose,"Primary sponsor, SB 4004",bill_sponsor,Republican,,,,,,"Primary sponsor of SB 4004, AQUIFER PROTECTION ACT (Introduced)",https://openstates.org/il/bills/104th/SB4004/,https://openstates.org/il/bills/104th/SB4004/,2026-09-11,published,
state-il-governor-j-b-pritzker,state,IL,,,Illinois,J. B. Pritzker,Governor,governor,Democratic,,,,(217) 782-6830,"Office of the Governor; 207 State House; Springfield, IL 62706",,,https://openstates.org/person/j-b-pritzker-6fgDatdgS27qGT02HHG74l/,2026-09-11,published,
state-mi-bill-sponsor-jim-runestad,state,MI,,,Michigan,Jim Runestad,"Primary sponsor, SB 1018",bill_sponsor,Republican,,,,,,"Primary sponsor of SB 1018, Businesses: other; moratorium on certain approvals for and operation of any new data centers; provide for. Creates new act. TIE BAR WITH: SB 1019'26 (Introduced)",https://openstates.org/mi/bills/2025-2026/SB1018/,https://openstates.org/mi/bills/2025-2026/SB1018/,2026-09-11,published,
state-mi-governor-gretchen-whitmer,state,MI,,,Michigan,Gretchen Whitmer,Governor,governor,Democratic,,,,(517) 373-3400,"Governor Gretchen Whitmer; P.O. Box 30013; Lansing, Michigan",,,https://openstates.org/person/gretchen-whitmer-4iy8KYtiacQjPrVI04Os3L/,2026-09-11,published,
state-ne-bill-sponsor-barry-dekay,state,NE,,,Nebraska,Barry DeKay,"Primary sponsor, LB 1261",bill_sponsor,Nonpartisan,,,,,,"Primary sponsor of LB 1261, Prohibit the use of eminent domain to acquire certain privately owned electric generation facilities (Signed into law)",https://openstates.org/ne/bills/109/LB1261/,https://openstates.org/ne/bills/109/LB1261/,2026-09-11,published,
state-ne-governor-jim-pillen,state,NE,,,Nebraska,Jim Pillen,Governor,governor,Republican,,,,(402) 471-2244,"P.O. Box 94848; Lincoln, NE 68509-4848",,,https://openstates.org/person/jim-pillen-62XFjkUfIIw4wXLdHUmQmr/,2026-09-11,published,
state-nj-bill-sponsor-dave-bailey,state,NJ,,,New Jersey,Dave Bailey,"Primary sponsor, A 5462",bill_sponsor,Democratic,,,,,,"Primary sponsor of A 5462, Requires electric public utilities to develop and apply special rules for large load customers to protect non-large load customers from increased costs.** (Passed both chambers)",https://openstates.org/nj/bills/221/A5462/,https://openstates.org/nj/bills/221/A5462/,2026-09-11,published,
state-nv-governor-joe-lombardo,state,NV,,,Nevada,Joe Lombardo,Governor,governor,Republican,,,,(775) 684-5670,"State Capitol Building; 101 N. Carson Street; Carson City, NV 89701",,,https://openstates.org/person/joe-lombardo-6Pglx3scCLnxGhhejxX4co/,2026-09-11,published,
state-oh-bill-sponsor-brian-stewart,state,OH,,,Ohio,Brian Stewart,"Primary sponsor, HB 96",bill_sponsor,Republican,,,,,,"Primary sponsor of HB 96, Make state operating appropriations for FY 2026-27 (Signed into law)",https://openstates.org/oh/bills/136/HB96/,https://openstates.org/oh/bills/136/HB96/,2026-09-11,published,
state-oh-governor-mike-dewine,state,OH,,,Ohio,Mike DeWine,Governor,governor,Republican,,,,,"Riffe Center, 30th Floor, 77 South High Street, Columbus, OH 43215-6117",,,https://openstates.org/person/mike-dewine-1gJH8vmumkd6lFH5Aotnpd/,2026-09-11,published,
state-pa-governor-josh-shapiro,state,PA,,,Pennsylvania,Josh Shapiro,Governor,governor,Democratic,,,,(717) 787-2500,"Office of Governor; 501 North 3rd Street; 508 Main Capitol Building; Harrisburg, PA 17120",,,https://openstates.org/person/josh-shapiro-5FPxj4Dp4ApQbQZwkOsUsh/,2026-09-11,published,
state-tn-bill-sponsor-ed-butler,state,TN,,,Tennessee,Ed Butler,"Primary sponsor, HB 1847",bill_sponsor,Republican,,,,,,"Primary sponsor of HB 1847, Computers and Electronic Processing - As enacted, generally prohibits a municipality or electric utility to pay or absorb the cost of electrical infrastructure (Signed into law)",https://openstates.org/tn/bills/114/HB1847/,https://openstates.org/tn/bills/114/HB1847/,2026-09-11,published,
state-tn-governor-bill-lee,state,TN,,,Tennessee,Bill Lee,Governor,governor,Republican,,,,(615) 741-2001,"Office of Governor Bill Lee; Tennessee State Capitol; 600 Dr. Martin L. King, Jr. Blvd.; Nashville, TN 37243-0001",,,https://openstates.org/person/bill-lee-6c2VZ3B25Jtvxdsp4ZUhS8/,2026-09-11,published,
state-tx-governor-greg-abbott,state,TX,,,Texas,Greg Abbott,Governor,governor,Republican,,,,(512) 463-2000,"P.O. Box 12428; Austin, TX 78711",,,https://openstates.org/person/greg-abbott-6YAAdevCZNDv0XhukjCRTr/,2026-09-11,published,
state-va-bill-sponsor-danica-roem,state,VA,,,Virginia,Danica Roem,"Primary sponsor, SB 94",bill_sponsor,Democratic,,,,,,"Primary sponsor of SB 94, Data centers; site assessment, sound profile of the high energy use facility. (Signed into law)",https://openstates.org/va/bills/2026/SB94/,https://openstates.org/va/bills/2026/SB94/,2026-09-11,published,
state-wa-bill-sponsor-noel-frame,state,WA,,,Washington,Noel Frame,"Primary sponsor, SB 6231",bill_sponsor,Democratic,,,,,,"Primary sponsor of SB 6231, Removing a tax exemption for the replacement of equipment for data centers. (Signed into law)",https://openstates.org/wa/bills/2025-2026/SB6231/,https://openstates.org/wa/bills/2025-2026/SB6231/,2026-09-11,published,
state-wa-governor-bob-ferguson,state,WA,,,Washington,Bob Ferguson,Governor,governor,Democratic,,,,(360) 902-4111,"Office of the Governor; PO Box 40002; Olympia, WA 98504-0002",,,https://openstates.org/person/bob-ferguson-Ww9g5A2JP1QBK8Aa4JQ2q/,2026-09-11,published,
state-wy-governor-mark-gordon,state,WY,,,Wyoming,Mark Gordon,Governor,governor,Republican,,,,(787) 721-2400,"La Fortaleza; P.O. Box 9020082; San Juan, PR 00902-0082",,,https://openstates.org/person/mark-gordon-6ZxVtJzEr117BOC5NeYhlH/,2026-09-11,published,
